Evaluacion;Año;FP;Eva_;Eva_E;Fecha;Time_E;Time_;Parcela;Surco_1;Surco;Arbol_1;Arbol;Rep;Nudos;Htotal;Htotal_t;Hroya;Inc_promedio;Def_calculada;Sev_total;Severidad;Sev_condicional
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Nuevo;9;I;11;79;3;10;10;20;7;70;50;6;0,6;0,86
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Nuevo;9;I;12;80;1;10;14;20;2;14,29;30;1,5;0,11;0,75
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Nuevo;9;I;12;80;2;14;22;28;6;27,27;21,43;14,2;0,65;2,37
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Nuevo;9;I;12;80;3;12;17;24;4;23,53;29,17;2,1;0,12;0,53
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;2;1;1;9;12;18;5;41,67;33,33;37;3,08;7,4
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;2;1;2;8;6;16;3;50;62,5;5,5;0,92;1,83
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;2;1;3;2;;4;;;100;;;
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;3;2;1;8;7;16;2;28,57;56,25;1,1;0,16;0,55
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;3;2;2;8;6;16;3;50;62,5;1,7;0,28;0,57
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;3;2;3;8;10;16;4;40;37,5;3,4;0,34;0,85
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;4;3;1;10;14;20;3;21,43;30;6,5;0,46;2,17
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;4;3;2;9;7;18;1;14,29;61,11;1;0,14;1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;4;3;3;9;4;18;2;50;77,78;0,8;0,2;0,4
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;5;4;1;4;3;8;0;0;62,5;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;5;4;2;5;1;10;0;0;90;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;5;4;3;4;4;8;0;0;50;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;6;5;1;32;28;64;3;10,71;56,25;2,5;0,09;0,83
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;6;5;2;10;8;20;3;37,5;60;1,5;0,19;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;6;5;3;19;24;38;1;4,17;36,84;0,6;0,03;0,6
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;7;6;1;13;10;26;4;40;61,54;1,2;0,12;0,3
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;7;6;2;9;10;18;3;30;44,44;4;0,4;1,33
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;7;6;3;17;8;34;3;37,5;76,47;10;1,25;3,33
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;8;7;1;23;28;46;15;53,57;39,13;110,8;3,96;7,39
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;8;7;2;7;6;14;4;66,67;57,14;4,5;0,75;1,13
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;8;7;3;12;7;24;5;71,43;70,83;59,6;8,51;11,92
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;9;8;1;9;8;18;3;37,5;55,56;10;1,25;3,33
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;9;8;2;28;21;56;13;61,9;62,5;26,6;1,27;2,05
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;9;8;3;9;8;18;5;62,5;55,56;56;7;11,2
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;11;9;1;8;9;16;1;11,11;43,75;0,1;0,01;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;11;9;2;18;20;36;5;25;44,44;4,1;0,21;0,82
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;1;A;11;9;3;24;19;48;7;36,84;60,42;7,2;0,38;1,03
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;11;10;1;10;9;20;1;11,11;55;0,7;0,08;0,7
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;11;10;2;9;11;18;2;18,18;38,89;1;0,09;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;11;10;3;10;8;20;3;37,5;60;3,5;0,44;1,17
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;10;11;1;30;30;60;10;33,33;50;10,1;0,34;1,01
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;10;11;2;22;23;44;7;30,43;47,73;6,2;0,27;0,89
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;10;11;3;18;13;36;2;15,38;63,89;0,4;0,03;0,2
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;9;12;1;8;9;16;1;11,11;43,75;0,7;0,08;0,7
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;9;12;2;33;24;66;4;16,67;63,64;2,2;0,09;0,55
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;9;12;3;8;7;16;5;71,43;56,25;2,7;0,39;0,54
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;8;13;1;9;9;18;3;33,33;50;1,5;0,17;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;8;13;2;8;8;16;5;62,5;50;6,1;0,76;1,22
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;8;13;3;8;8;16;5;62,5;50;24,5;3,06;4,9
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;7;14;1;10;7;20;1;14,29;65;0,1;0,01;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;7;14;2;10;10;20;2;20;50;0,2;0,02;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;7;14;3;9;9;18;3;33,33;50;1,3;0,14;0,43
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;6;15;1;11;9;22;3;33,33;59,09;0,8;0,09;0,27
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;6;15;2;8;8;16;5;62,5;50;2,7;0,34;0,54
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;6;15;3;8;7;16;3;42,86;56,25;7,2;1,03;2,4
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;5;16;1;6;6;12;3;50;50;1,1;0,18;0,37
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;5;16;2;14;9;28;6;66,67;67,86;1,9;0,21;0,32
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;5;16;3;7;7;14;3;42,86;50;8,4;1,2;2,8
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;4;17;1;9;11;18;1;9,09;38,89;1;0,09;1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;4;17;2;9;13;18;0;0;27,78;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;4;17;3;8;6;16;1;16,67;62,5;1;0,17;1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;1;18;1;10;4;20;2;50;80;1;0,25;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;1;18;2;10;5;20;2;40;75;1,2;0,24;0,6
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;2;B;1;18;3;9;11;18;3;27,27;38,89;1,6;0,15;0,53
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;4;19;1;10;14;20;4;28,57;30;4,2;0,3;1,05
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;4;19;2;10;8;20;2;25;60;1;0,13;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;4;19;3;11;2;22;1;50;90,91;0,2;0,1;0,2
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;5;20;1;10;11;20;4;36,36;45;13,5;1,23;3,38
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;5;20;2;26;18;52;18;100;65,38;81,1;4,51;4,51
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;5;20;3;13;9;26;6;66,67;65,38;11,4;1,27;1,9
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;6;21;1;8;6;16;2;33,33;62,5;2,1;0,35;1,05
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;6;21;2;19;15;38;2;13,33;60,53;0,8;0,05;0,4
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;6;21;3;11;11;22;1;9,09;50;0,2;0,02;0,2
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;8;22;1;18;9;36;3;33,33;75;0,5;0,06;0,17
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;8;22;2;8;8;16;3;37,5;50;6,9;0,86;2,3
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;8;22;3;15;5;30;2;40;83,33;0,7;0,14;0,35
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;9;23;1;18;17;36;6;35,29;52,78;4,6;0,27;0,77
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;9;23;2;17;11;34;3;27,27;67,65;1,6;0,15;0,53
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;9;23;3;11;8;22;4;50;63,64;11;1,38;2,75
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;10;24;1;23;12;46;9;75;73,91;54;4,5;6
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;10;24;2;10;8;20;3;37,5;60;2,3;0,29;0,77
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;10;24;3;9;8;18;6;75;55,56;35,5;4,44;5,92
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;11;25;1;16;10;32;2;20;68,75;0,2;0,02;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;11;25;2;22;14;44;6;42,86;68,18;27,9;1,99;4,65
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;3;C;11;25;3;8;4;16;2;50;75;0,5;0,13;0,25
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;11;26;1;6;4;12;3;75;66,67;13,5;3,38;4,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;11;26;2;8;9;16;1;11,11;43,75;0,1;0,01;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;11;26;3;9;6;18;0;0;66,67;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;10;27;1;9;9;18;3;33,33;50;1,8;0,2;0,6
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;10;27;2;8;7;16;3;42,86;56,25;2,2;0,31;0,73
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;10;27;3;8;6;16;2;33,33;62,5;1,5;0,25;0,75
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;8;28;1;12;7;24;0;0;70,83;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;8;28;2;10;9;20;3;33,33;55;2;0,22;0,67
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;8;28;3;13;11;26;4;36,36;57,69;2,2;0,2;0,55
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;6;29;1;13;9;26;4;44,44;65,38;5,5;0,61;1,38
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;6;29;2;7;5;14;1;20;64,29;0,1;0,02;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;6;29;3;20;21;40;8;38,1;47,5;18,1;0,86;2,26
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;5;30;1;11;10;22;4;40;54,55;3,8;0,38;0,95
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;5;30;2;16;18;32;6;33,33;43,75;12,3;0,68;2,05
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;5;30;3;11;10;22;5;50;54,55;3,2;0,32;0,64
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;2;31;1;5;5;10;2;40;50;1;0,2;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;2;31;2;5;7;10;1;14,29;30;0,5;0,07;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;2;31;3;7;4;14;0;0;71,43;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;1;32;1;10;10;20;1;10;50;0,5;0,05;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;1;32;2;10;10;20;5;50;50;3;0,3;0,6
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;4;D;1;32;3;7;9;14;0;0;35,71;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;1;33;1;10;9;20;0;0;55;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;1;33;2;7;8;14;0;0;42,86;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;1;33;3;10;11;20;0;0;45;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;2;34;1;12;7;24;0;0;70,83;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;2;34;2;9;9;18;0;0;50;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;2;34;3;8;4;16;1;25;75;3;0,75;3
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;3;35;1;9;10;18;4;40;44,44;11,5;1,15;2,88
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;3;35;2;10;6;20;3;50;70;2,6;0,43;0,87
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;3;35;3;9;6;18;3;50;66,67;3;0,5;1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;4;36;1;10;7;20;4;57,14;65;6,8;0,97;1,7
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;4;36;2;13;13;26;3;23,08;50;2,3;0,18;0,77
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;4;36;3;13;8;26;2;25;69,23;1;0,13;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;5;37;1;11;13;22;5;38,46;40,91;66;5,08;13,2
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;5;37;2;50;77;100;9;11,69;23;19,5;0,25;2,17
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;5;37;3;16;14;32;5;35,71;56,25;10,6;0,76;2,12
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;7;38;1;11;11;22;4;36,36;50;40;3,64;10
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;7;38;2;12;8;24;3;37,5;66,67;1,6;0,2;0,53
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;7;38;3;11;7;22;6;85,71;68,18;7,1;1,01;1,18
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;8;39;1;10;7;20;3;42,86;65;4,7;0,67;1,57
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;8;39;2;10;8;20;3;37,5;60;14,5;1,81;4,83
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;8;39;3;10;9;20;6;66,67;55;12,5;1,39;2,08
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;11;40;1;11;7;22;1;14,29;68,18;2;0,29;2
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;11;40;2;9;5;18;0;0;72,22;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;5;E;11;40;3;11;9;22;2;22,22;59,09;3;0,33;1,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;11;41;1;8;8;16;4;50;50;7,5;0,94;1,88
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;11;41;2;7;8;14;1;12,5;42,86;1;0,13;1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;11;41;3;9;4;18;2;50;77,78;1,4;0,35;0,7
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;10;42;1;8;6;16;4;66,67;62,5;4;0,67;1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;10;42;2;5;;10;;;100;;;
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;10;42;3;8;5;16;0;0;68,75;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;9;43;1;8;8;16;4;50;50;11;1,38;2,75
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;9;43;2;8;9;16;2;22,22;43,75;0,2;0,02;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;9;43;3;10;6;20;2;33,33;70;2,5;0,42;1,25
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;8;44;1;8;7;16;2;28,57;56,25;0,4;0,06;0,2
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;8;44;2;9;10;18;2;20;44,44;0,9;0,09;0,45
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;8;44;3;8;6;16;0;0;62,5;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;7;45;1;8;8;16;5;62,5;50;1,6;0,2;0,32
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;7;45;2;9;8;18;3;37,5;55,56;2;0,25;0,67
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;7;45;3;8;4;16;4;100;75;1,3;0,33;0,33
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;6;46;1;6;9;12;2;22,22;25;0,2;0,02;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;6;46;2;8;3;16;0;0;81,25;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;6;46;3;12;9;24;2;22,22;62,5;1,1;0,12;0,55
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;5;47;1;9;7;18;5;71,43;61,11;2,6;0,37;0,52
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;5;47;2;10;11;20;6;54,55;45;4,5;0,41;0,75
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;5;47;3;13;7;26;5;71,43;73,08;5;0,71;1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;4;48;1;10;9;20;4;44,44;55;4,2;0,47;1,05
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;4;48;2;10;9;20;1;11,11;55;0,5;0,06;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;4;48;3;10;6;20;3;50;70;30;5;10
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;3;49;1;11;7;22;5;71,43;68,18;3,1;0,44;0,62
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;3;49;2;10;8;20;6;75;60;2,9;0,36;0,48
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;3;49;3;10;8;20;8;100;60;6,7;0,84;0,84
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;1;50;1;9;6;18;3;50;66,67;2,7;0,45;0,9
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;1;50;2;11;11;22;5;45,45;50;47,6;4,33;9,52
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;6;F;1;50;3;9;7;18;3;42,86;61,11;13;1,86;4,33
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;1;51;1;11;10;22;1;10;54,55;0,8;0,08;0,8
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;1;51;2;15;16;30;0;0;46,67;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;1;51;3;17;19;34;2;10,53;44,12;1,1;0,06;0,55
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;3;52;1;15;12;30;4;33,33;60;3,9;0,33;0,98
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;3;52;2;11;8;22;2;25;63,64;0,6;0,08;0,3
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;3;52;3;23;28;46;11;39,29;39,13;6;0,21;0,55
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;5;53;1;11;8;22;3;37,5;63,64;2,1;0,26;0,7
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;5;53;2;8;4;16;2;50;75;0,9;0,23;0,45
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;5;53;3;11;9;22;4;44,44;59,09;0,6;0,07;0,15
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;7;54;1;7;6;14;0;0;57,14;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;7;54;2;10;9;20;0;0;55;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;7;54;3;8;10;16;3;30;37,5;2,3;0,23;0,77
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;9;55;1;8;5;16;4;80;68,75;1,2;0,24;0,3
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;9;55;2;11;8;22;4;50;63,64;2,2;0,28;0,55
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;7;G;9;55;3;8;5;16;2;40;68,75;1,4;0,28;0,7
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;11;56;1;8;5;16;1;20;68,75;0,8;0,16;0,8
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;11;56;2;8;7;16;2;28,57;56,25;2,5;0,36;1,25
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;11;56;3;8;6;16;2;33,33;62,5;5,5;0,92;2,75
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;9;57;1;7;5;14;2;40;64,29;1;0,2;0,5
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;9;57;2;8;5;16;0;0;68,75;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;9;57;3;9;4;18;1;25;77,78;0,1;0,03;0,1
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;8;58;1;7;3;14;2;66,67;78,57;1,4;0,47;0,7
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;8;58;2;13;13;26;5;38,46;50;16,7;1,28;3,34
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;8;58;3;10;9;20;5;55,56;55;4;0,44;0,8
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;6;59;1;9;5;18;4;80;72,22;15;3;3,75
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;6;59;2;9;4;18;3;75;77,78;29,5;7,38;9,83
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;6;59;3;12;7;24;4;57,14;70,83;2,9;0,41;0,73
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;5;60;1;9;4;18;0;0;77,78;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;5;60;2;8;3;16;0;0;81,25;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;5;60;3;10;7;20;0;0;65;0;0;0
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;4;61;1;13;8;26;3;37,5;69,23;4,4;0,55;1,47
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;4;61;2;27;25;54;11;44;53,7;16,4;0,66;1,49
2_Principal;2022;19/02/22;9;2;18/05/22;88;241;Tto Testigo SA;8;H;4;61;3;15;16;30;9;56,25;46,67;16,2;1,01;1,8
